"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"2967","Good",70,433,17,139,35,0,0,97,79,"6","6",35,0,26,-8,0,0,53,66,10,2,4,60
"2968","Good",89,464,4,185,15,0,0,100,83,"7","8",15,1,13,-8,0,0,9,94,6,1,0,78
"2969","Good",90,106,28,100,11,0,0,100,83,"7","8",12,0,45,-8,0,0,0,-8,0,1,0,25
"2970","Good",79,140,15,70,24,1,0,96,18,"6","5",25,0,32,0,3,1,0,74,0,2,0,22
"2971","Good",74,118,2,73,15,0,0,88,6,"4","6",32,2,65,20,0,0,20,85,4,5,0,90
"2972","Good",79,345,6,56,27,0,0,100,83,"7","8",53,2,19,0,2,2,3,90,5,1,0,47
"2973","Good",77,337,22,70,13,0,0,92,14,"6","6",14,0,54,9,0,0,0,-8,1,2,1,75
"2974","Good",74,340,4,126,49,0,0,96,-8,"6","6",51,4,29,0,2,2,28,-8,12,1,2,74
"2975","Good",72,130,8,55,30,0,0,100,83,"6","8",32,4,53,0,2,2,39,82,4,7,0,79
"2976","Bad",72,335,8,79,26,1,1,100,83,"0","8",19,1,35,24,1,1,26,68,4,2,1,50
"2977","Good",76,374,9,124,25,0,0,88,21,"6","6",23,2,24,8,0,0,4,-8,5,3,0,57
"2978","Bad",75,175,1,74,22,1,1,96,44,"6","3",25,2,36,0,3,3,64,-8,2,3,1,50
"2979","Good",79,137,9,60,19,0,0,100,83,"7","8",20,1,40,0,0,0,24,-8,3,1,0,44
"2980","Good",66,167,11,63,42,0,0,100,83,"7","8",42,1,55,24,0,0,67,76,6,3,2,82
"2981","Good",69,324,20,127,22,1,1,95,-8,"6","6",22,0,41,0,0,0,16,64,7,3,2,73
"2982","Good",83,150,9,64,27,0,0,100,83,"7","8",28,1,32,0,2,2,13,2,2,2,0,40
"2983","Good",75,195,10,84,19,0,0,100,83,"7","8",19,1,16,7,0,0,33,-8,3,-8,1,75
"2984","Bad",63,123,2,40,5,1,1,86,29,"6","4",7,4,43,24,0,0,77,-8,3,1,1,100
"2985","Good",86,206,18,100,18,0,0,100,83,"7","8",24,0,38,24,2,2,0,-8,0,1,0,50
"2986","Good",77,180,1,37,12,0,0,100,83,"7","8",14,4,29,0,2,2,22,98,4,3,1,64
"2987","Bad",72,172,1,62,14,0,0,93,11,"4","6",15,1,60,0,2,2,24,61,4,4,1,89
"2988","Bad",69,161,4,90,19,1,1,89,61,"6","6",19,2,26,24,1,1,38,94,8,1,3,90
"2989","Good",79,136,9,87,15,0,0,100,83,"7","8",15,1,27,24,0,0,47,-8,5,1,1,75
"2990","Bad",81,126,2,31,25,0,0,100,83,"7","8",28,9,4,0,5,5,12,-8,6,-8,0,30
"2991","Good",67,192,1,127,15,1,0,68,9,"3","5",19,1,21,0,2,2,18,-8,4,1,0,83
"2992","Bad",64,74,2,35,25,0,0,100,83,"7","8",26,5,62,0,1,1,78,75,5,7,2,100
"2993","Good",74,-8,9,47,29,1,1,97,55,"6","2",0,1,26,4,2,2,14,-8,5,1,0,39
"2994","Good",80,156,13,78,19,0,0,95,46,"6","6",19,0,11,0,1,1,9,-8,3,1,1,29
"2995","Bad",73,77,5,44,15,0,0,100,83,"7","8",15,1,67,14,0,0,68,77,3,4,2,100
"2996","Good",79,275,0,91,13,0,0,86,6,"4","6",14,3,29,6,0,0,0,-8,1,1,0,33
"2997","Good",85,321,4,173,4,0,0,100,83,"7","8",4,1,0,-8,0,0,45,-8,1,-8,0,50
"2998","Good",80,214,8,74,17,0,0,100,83,"7","8",28,1,35,0,1,1,31,83,3,2,1,56
"2999","Bad",60,49,2,25,24,0,0,100,83,"7","8",25,6,32,0,2,2,35,73,9,4,2,72
"3000","Bad",61,83,2,40,22,0,0,96,1,"4","6",23,4,26,3,1,1,50,-8,7,2,1,69
"3001","Good",59,159,6,87,28,6,6,81,6,"0","2",36,2,36,3,1,1,35,-8,6,2,2,80
"3002","Good",92,276,11,99,25,0,0,100,83,"7","8",28,1,29,6,0,0,0,-8,1,1,0,33
"3003","Good",86,147,7,63,15,0,0,100,83,"7","8",15,1,47,24,1,0,6,91,1,2,0,60
"3004","Good",73,68,62,65,2,0,0,100,83,"7","8",2,0,0,0,1,1,57,-8,1,-8,1,50
"3005","Bad",54,324,3,79,22,6,5,70,3,"0","2",37,2,37,24,2,2,12,66,3,4,0,78
"3006","Bad",70,217,0,80,29,1,1,97,40,"0","2",33,2,29,1,1,1,55,10,9,3,1,86
"3007","Good",78,183,4,80,12,1,1,100,83,"6","8",12,2,8,4,1,1,3,28,3,1,0,57
"3008","Good",64,-8,2,40,27,0,0,100,83,"7","8",30,6,7,24,5,5,32,-8,7,1,3,47
"3009","Good",78,169,17,71,34,0,0,100,83,"7","8",34,0,35,0,0,0,34,48,2,4,1,55
"3010","Bad",67,65,1,16,9,0,0,100,83,"7","8",10,6,60,0,0,0,55,75,4,4,1,100
"3011","Good",73,111,4,30,18,0,0,100,83,"7","8",20,3,50,0,5,5,27,68,2,6,0,80
"3012","Good",43,137,2,46,5,5,3,55,3,"3","2",11,3,55,0,3,3,94,88,2,2,2,80
"3013","Bad",60,146,6,116,6,3,1,55,6,"0","2",11,1,55,24,1,1,83,-8,1,1,1,75
"3014","Good",77,186,13,70,9,1,0,90,53,"6","5",10,0,60,0,1,1,32,50,1,3,1,67
"3015","Bad",76,288,1,85,32,0,0,100,83,"7","8",33,3,6,5,1,1,22,74,20,1,0,81
"3016","Bad",58,94,7,45,7,2,2,88,-8,"6","4",9,1,63,0,1,1,81,-8,2,1,0,75
"3017","Good",86,307,24,131,14,0,0,100,83,"7","8",15,0,0,0,0,0,10,-8,2,-8,0,29
"3018","Bad",55,75,7,45,16,0,0,94,0,"4","6",12,2,13,24,3,3,53,-8,12,1,3,93
"3019","Good",88,160,13,79,7,0,0,100,83,"7","8",14,0,29,24,0,0,8,72,2,2,0,67
"3020","Good",75,328,15,162,19,0,0,84,3,"4","6",19,0,0,-8,0,0,7,-8,5,-8,0,45
"3021","Bad",51,169,5,70,19,0,0,62,2,"4","6",21,1,33,0,0,0,87,48,5,2,4,64
"3022","Bad",76,104,8,64,11,1,1,92,79,"6","2",12,1,42,0,0,0,12,-8,1,1,0,60
"3023","Good",66,176,7,61,24,0,0,92,0,"4","6",24,1,33,0,0,0,18,92,4,2,1,58
"3024","Good",75,407,1,90,27,1,0,94,18,"6","5",31,3,16,0,1,1,3,-8,8,2,0,59
"3025","Bad",74,193,2,84,14,0,0,100,83,"7","8",21,3,27,4,2,2,77,-8,5,-8,2,83
"3026","Bad",65,166,6,78,16,0,0,78,13,"6","6",18,1,56,0,0,0,51,3,3,2,1,83
"3027","Good",76,125,1,84,39,0,0,100,83,"7","8",9,8,20,0,5,5,10,100,8,3,1,44
"3028","Bad",56,203,8,80,22,0,0,95,3,"4","6",19,2,14,24,0,0,77,11,7,2,4,77
"3029","Good",78,136,1,72,21,1,0,93,63,"6","5",28,4,36,1,3,3,0,73,0,4,0,80
"3030","Bad",69,166,1,97,19,0,0,100,83,"7","8",13,4,0,0,13,13,40,-8,8,-8,4,73
"3031","Bad",52,296,7,95,43,2,0,89,3,"4","5",47,1,68,0,1,1,69,44,6,10,3,85
"3032","Bad",61,395,30,103,8,0,0,73,2,"4","6",11,0,18,-8,0,0,79,-8,5,-8,2,100
"3033","Good",80,139,1,40,12,0,0,100,83,"7","8",14,4,36,2,5,5,19,97,5,2,0,88
"3034","Bad",75,212,3,31,12,0,0,92,16,"6","6",23,3,42,2,1,1,15,97,3,2,0,83
"3035","Bad",75,203,12,92,6,0,0,100,83,"7","8",6,0,50,0,3,3,101,-8,1,-8,1,100
"3036","Bad",66,77,5,25,8,0,0,100,83,"7","8",8,5,13,0,1,1,93,72,5,1,1,100
"3037","Bad",70,303,1,69,37,0,0,100,83,"7","8",40,3,53,2,1,1,49,82,10,6,0,94
"3038","Good",77,182,4,70,39,0,0,100,83,"7","8",39,2,28,24,0,0,13,46,6,3,0,50
"3039","Good",82,240,4,103,23,0,0,92,28,"6","6",26,3,50,24,1,1,9,88,2,2,0,50
"3040","Good",81,275,3,80,50,0,0,98,33,"6","6",50,2,16,7,0,0,3,10,3,3,0,25
"3041","Bad",68,238,20,72,31,2,2,91,3,"0","2",33,0,21,0,0,0,20,62,5,2,1,44
"3042","Good",84,157,3,74,35,0,0,100,83,"7","8",35,3,11,24,3,3,2,5,1,3,0,44
"3043","Good",67,176,7,73,24,1,1,92,10,"4","4",19,3,20,9,0,0,26,-8,9,1,1,65
"3044","Good",80,162,4,61,39,0,0,98,74,"6","6",45,4,12,8,0,0,11,-8,7,1,0,53
"3045","Good",70,132,2,64,20,1,1,92,6,"4","6",26,4,4,0,1,1,1,-8,1,-8,0,13
"3046","Bad",58,470,7,146,5,1,1,83,1,"0","2",6,1,0,0,0,0,36,-8,3,-8,-8,75
"3047","Good",83,227,13,95,18,0,0,100,83,"7","8",19,0,37,0,0,0,26,33,2,2,0,50
"3048","Bad",66,251,17,98,35,0,0,92,1,"4","6",38,0,16,24,0,0,60,-8,3,1,1,36
"3049","Good",65,165,6,61,18,1,1,79,2,"4","3",22,5,58,24,1,1,26,64,4,6,0,91
"3050","Bad",64,254,2,95,75,2,1,95,4,"4","3",82,2,67,24,2,2,21,55,5,15,3,77
"3051","Bad",74,344,9,86,13,1,1,93,14,"6","2",14,1,57,24,1,1,0,31,1,3,0,67
"3052","Bad",55,113,9,52,23,1,0,79,11,"4","5",24,2,25,0,7,6,48,-8,3,2,2,45
"3053","Bad",62,59,12,33,10,0,0,100,83,"7","8",10,0,50,0,0,0,100,99,5,3,3,100
"3054","Good",72,176,11,76,35,0,0,97,10,"4","6",35,1,37,0,0,0,17,52,3,4,1,41
"3055","Bad",78,269,11,66,30,0,0,100,83,"7","8",30,1,23,0,0,0,35,-8,3,2,1,55
"3056","Bad",68,220,9,69,27,0,0,100,83,"7","8",27,3,44,0,2,2,95,59,4,4,2,100
"3057","Good",86,372,14,119,23,0,0,96,49,"6","6",7,0,26,-8,0,0,8,-8,2,1,0,50
"3058","Bad",65,314,2,110,24,1,1,96,-8,"6","6",27,5,65,0,2,2,19,99,5,4,1,90
"3059","Bad",65,43,2,26,15,1,1,100,83,"7","8",17,2,25,0,4,4,31,83,5,1,0,75
"3060","Bad",60,154,9,53,56,0,0,100,83,"7","8",58,1,41,0,1,1,67,87,5,3,4,80
"3061","Good",68,130,7,64,31,3,3,82,16,"6","2",34,3,21,0,4,3,14,2,5,3,0,44
"3062","Good",70,76,1,36,19,0,0,100,83,"7","8",20,3,25,0,2,2,31,42,5,2,1,64
"3063","Bad",83,67,12,39,12,0,0,100,83,"7","8",13,0,31,0,0,0,11,73,4,3,0,78
"3064","Good",79,150,5,43,25,0,0,100,83,"7","8",25,5,60,0,0,0,18,90,2,5,0,47
"3065","Bad",74,176,9,64,22,0,0,100,83,"7","8",23,1,32,1,1,1,23,91,6,5,1,61
"3066","Good",82,144,9,61,24,1,0,96,49,"6","5",25,1,24,0,1,1,5,47,4,2,0,46
"3067","Good",82,488,5,116,43,0,0,100,83,"7","8",42,3,18,24,0,0,3,-8,5,-8,1,23
"3068","Bad",71,85,4,50,48,0,0,100,83,"7","8",49,4,4,2,6,6,12,-8,7,1,1,27
"3069","Bad",59,116,10,70,3,1,1,75,11,"0","2",4,1,100,0,1,1,-8,77,-8,2,-8,100
"3070","Good",73,255,12,40,10,0,0,100,83,"7","8",35,0,30,24,3,3,62,73,3,2,2,83
"3071","Good",91,320,13,123,5,0,0,100,83,"7","8",5,0,20,0,0,0,4,66,2,1,0,60
"3072","Bad",59,217,4,94,17,4,3,78,19,"6","5",23,1,52,-8,0,0,63,40,5,5,0,100
"3073","Good",81,230,1,79,23,0,0,100,83,"7","8",24,2,25,3,1,1,18,-8,4,-8,0,57
"3074","Bad",60,138,6,64,20,0,0,87,1,"4","6",23,2,57,24,1,1,75,39,5,3,1,100
"3075","Good",86,182,28,80,44,0,0,100,83,"7","8",44,0,77,0,1,1,5,75,1,14,0,94
"3076","Bad",81,139,17,175,17,0,0,89,-8,"5","6",23,0,11,0,1,1,1,22,6,2,0,53
"3077","Bad",86,294,9,118,16,0,0,100,83,"7","8",16,1,19,0,0,0,18,-8,2,2,0,44
"3078","Good",68,149,9,71,22,1,0,91,9,"4","5",23,2,26,0,1,1,26,69,5,3,1,57
"3079","Bad",65,208,6,65,37,0,0,100,83,"7","8",37,4,14,0,2,2,47,65,13,3,6,73
"3080","Good",86,255,12,120,19,0,0,95,-8,"6","6",26,0,40,24,4,4,4,-8,3,-8,0,43
"3081","Good",81,201,8,46,17,0,0,100,83,"7","8",4,2,29,19,0,0,9,46,4,2,0,43
"3082","Bad",73,226,12,107,21,2,1,92,30,"6","4",31,0,54,24,0,0,59,26,7,2,3,82
"3083","Bad",65,176,1,19,18,0,0,100,83,"7","8",37,7,10,24,4,4,38,100,8,2,2,59
"3084","Good",71,269,4,93,26,0,0,96,9,"4","6",31,3,23,3,1,1,46,-8,5,1,2,55
"3085","Bad",67,74,20,47,15,0,0,100,83,"5","8",15,0,33,0,4,4,68,50,5,2,1,100
"3086","Good",75,104,2,34,17,0,0,100,83,"7","8",18,3,28,0,2,2,15,95,3,3,1,46
"3087","Bad",82,297,19,88,31,0,0,100,83,"7","8",31,0,29,0,0,0,20,-8,5,1,0,40
"3088","Bad",76,150,11,54,14,0,0,100,83,"7","8",15,1,40,0,0,0,32,96,4,2,0,75
"3089","Bad",74,127,7,80,31,0,0,98,56,"6","6",46,3,57,24,1,1,29,88,4,3,0,78
"3090","Bad",62,307,19,100,31,0,0,97,16,"6","6",32,0,16,8,0,0,62,-8,9,1,6,71
"3091","Bad",73,174,3,63,13,1,0,86,18,"6","5",14,2,36,3,2,2,24,-8,2,1,0,75
"3092","Good",78,207,18,77,9,0,0,100,83,"7","8",9,0,44,6,0,0,21,-8,2,1,1,75
"3093","Bad",81,175,6,92,11,0,0,100,83,"7","8",11,1,55,6,0,0,77,-8,2,1,1,100
"3094","Bad",79,149,4,58,29,0,0,100,83,"7","8",32,4,6,0,3,3,6,92,2,2,0,27
"3095","Good",72,156,12,48,10,0,0,90,79,"6","6",10,0,30,24,2,2,41,65,4,1,0,86
"3096","Good",72,282,2,75,39,0,0,100,83,"7","8",42,1,10,1,2,2,35,-8,9,-8,3,60
"3097","Good",68,209,2,89,44,0,0,98,43,"6","6",48,1,38,6,0,0,87,100,7,2,6,100
"3098","Bad",72,154,10,75,18,1,1,89,4,"4","3",13,1,21,24,2,2,4,81,1,3,0,57
"3099","Good",83,361,8,94,25,0,0,96,63,"6","6",26,2,27,0,0,0,11,61,3,2,0,42
"3100","Good",68,219,18,127,20,1,0,91,4,"3","5",23,0,14,4,1,1,21,91,4,3,1,88
"3101","Bad",70,115,3,48,18,0,0,95,61,"6","6",19,2,26,24,5,5,72,50,3,3,1,86
"3102","Bad",60,185,6,45,14,2,2,93,-8,"6","6",15,3,67,0,2,2,98,95,3,3,1,100
"3103","Good",71,227,12,116,15,2,1,78,48,"6","4",18,0,28,0,2,2,83,-8,2,1,2,60
"3104","Good",86,12,9,62,6,0,0,100,83,"7","8",2,1,0,1,1,1,7,-8,1,-8,0,25
"3105","Bad",61,51,2,25,16,0,0,88,21,"5","6",17,2,18,24,1,1,43,49,6,2,1,69
"3106","Good",88,153,33,92,13,0,0,100,83,"7","8",14,0,7,0,0,0,1,-8,1,-8,0,25
"3107","Bad",78,193,23,100,24,1,0,81,13,"6","5",26,0,19,0,2,1,0,-8,3,1,0,42
"3108","Good",64,132,3,49,30,0,0,100,83,"7","8",39,3,57,0,4,4,65,75,10,2,2,86
"3109","Good",60,143,1,74,22,1,1,96,5,"0","2",29,4,34,0,3,3,30,96,6,3,2,82
"3110","Bad",77,324,7,85,26,0,0,100,83,"7","8",26,3,38,0,0,0,16,65,4,4,0,59
"3111","Bad",65,250,3,70,25,2,1,96,22,"6","5",26,2,35,24,4,4,45,53,7,3,0,83
"3112","Bad",63,44,14,30,5,0,0,80,9,"4","6",5,0,80,0,9,9,68,85,1,1,0,100
"3113","Bad",70,331,22,116,20,0,0,95,63,"6","6",22,0,23,0,3,3,65,-8,8,1,2,82
"3114","Bad",78,152,9,56,14,0,0,87,-8,"6","6",15,1,40,0,0,0,3,54,2,5,0,64
"3115","Good",88,170,3,87,14,0,0,100,83,"7","8",15,1,29,2,1,1,1,97,1,2,0,67
"3116","Good",85,195,5,87,28,0,0,100,83,"7","8",29,5,38,0,3,3,11,49,5,3,0,73
"3117","Good",91,254,16,126,15,0,0,100,83,"7","8",16,0,50,11,0,0,1,-8,1,2,0,75
"3118","Good",60,286,3,81,20,0,0,90,2,"4","6",21,4,70,1,2,2,55,72,4,8,1,100
"3119","Good",76,241,9,80,48,0,0,100,83,"5","8",49,2,20,0,2,2,22,-8,9,-8,1,37
"3120","Bad",62,489,6,147,17,0,0,67,10,"4","6",21,1,19,0,3,3,46,-8,6,1,2,62
"3121","Bad",72,140,13,44,7,0,0,100,83,"7","8",7,0,71,24,0,0,82,69,2,2,1,100
"3122","Good",82,217,18,87,16,0,0,94,41,"6","6",29,0,35,2,1,1,9,96,1,2,0,60
"3123","Good",85,190,2,49,9,0,0,100,83,"7","8",10,2,30,3,1,1,5,56,2,2,0,57
"3124","Good",88,250,13,102,14,0,0,93,83,"6","7",15,0,47,11,0,0,11,-8,1,2,0,75
"3125","Good",83,289,25,115,15,0,0,100,83,"7","8",35,0,40,24,0,0,15,31,2,2,1,57
"3126","Good",86,199,6,67,10,0,0,100,83,"7","8",10,1,30,4,1,1,12,32,3,1,0,50
"3127","Bad",80,255,17,111,12,0,0,92,-8,"6","6",12,0,0,0,1,1,13,-8,2,-8,0,50
"3128","Bad",70,243,3,125,31,2,0,88,79,"6","5",35,3,18,14,0,0,35,-8,8,1,1,56
"3129","Bad",69,211,3,76,41,0,0,100,83,"7","8",41,4,17,0,1,1,48,64,5,3,4,29
"3130","Bad",75,197,2,95,20,0,0,95,62,"6","6",21,2,24,24,2,2,48,99,4,3,1,78
"3131","Bad",65,302,16,91,43,2,2,91,11,"4","2",45,0,44,0,0,0,25,61,10,4,1,67
"3132","Bad",75,60,20,32,13,0,0,100,83,"7","8",13,0,31,0,4,3,40,75,1,2,1,50
"3133","Good",87,327,6,117,19,0,0,96,83,"5","7",23,3,43,5,0,0,9,-8,5,1,0,60
"3134","Good",65,409,6,72,33,0,0,92,5,"4","6",36,3,53,0,0,0,17,58,3,3,2,41
"3135","Good",72,150,7,79,49,1,1,100,83,"6","8",49,1,39,0,4,4,6,-8,5,1,2,33
"3136","Bad",54,266,5,99,54,0,0,96,11,"4","6",56,2,43,2,3,3,58,67,12,6,3,69
"3137","Good",89,148,15,79,11,0,0,100,83,"7","8",12,0,33,0,0,0,2,-8,3,1,0,80
"3138","Bad",79,106,9,64,16,0,0,100,83,"7","8",16,1,38,0,2,2,20,44,2,3,1,50
"3139","Good",83,267,17,106,13,0,0,92,53,"6","6",13,0,15,24,0,0,48,-8,4,1,0,83
"3140","Bad",87,117,2,75,10,0,0,91,72,"6","6",11,2,55,-8,0,0,5,51,1,4,-8,83
"3141","Good",91,217,31,128,21,0,0,100,83,"7","8",21,0,9,7,0,0,2,-8,2,-8,0,22
"3142","Good",80,126,8,52,18,0,0,100,83,"7","8",19,4,16,0,1,1,2,74,2,2,0,67
"3143","Bad",61,232,3,116,37,1,1,88,2,"4","4",41,1,20,3,6,4,57,41,13,2,5,79
"3144","Bad",53,54,11,25,19,0,0,89,2,"4","6",19,1,79,0,2,2,112,86,2,8,2,91
"3145","Bad",78,139,9,74,13,0,0,100,83,"7","8",15,1,67,0,1,1,-8,-8,-8,1,-8,100
"3146","Bad",36,110,6,35,9,1,1,50,0,"4","3",12,2,75,0,1,1,85,85,1,3,-8,100
"3147","Good",88,474,2,153,23,0,0,100,83,"7","8",26,2,54,0,1,1,2,65,3,4,0,70
"3148","Bad",70,294,4,98,29,0,0,91,8,"4","6",32,1,53,0,2,2,30,-8,4,2,1,86
"3149","Bad",57,118,16,54,2,7,7,20,10,"4","2",10,0,40,0,4,4,40,33,1,3,0,83
"3150","Good",77,205,4,94,44,0,0,100,83,"7","8",44,7,20,3,1,1,14,87,10,3,0,57
"3151","Good",86,298,13,138,18,0,0,100,83,"7","8",18,0,22,0,0,0,8,54,7,2,0,64
"3152","Good",88,280,5,127,37,0,0,100,83,"7","8",39,2,34,3,2,1,6,94,2,3,0,38
"3153","Good",73,103,20,70,6,0,0,71,48,"6","6",7,0,29,24,0,0,34,-8,1,-8,0,100
"3154","Good",77,215,3,80,17,0,0,89,22,"6","6",18,2,11,0,4,4,2,-8,3,1,0,33
"3155","Good",73,123,4,65,24,0,0,100,83,"7","8",24,1,38,0,1,1,68,80,3,7,1,71
"3156","Good",73,-8,1,84,21,0,0,100,83,"7","8",0,2,9,0,3,3,30,101,6,1,1,58
"3157","Bad",61,172,9,59,22,1,1,96,0,"2","4",23,1,30,0,0,0,54,84,7,4,2,92
"3158","Bad",68,129,8,48,21,0,0,90,-8,"6","6",21,2,24,0,0,0,57,82,4,2,2,86
"3159","Good",66,99,2,98,16,2,2,88,26,"6","6",6,2,35,0,3,3,20,-8,2,1,0,43
"3160","Bad",60,159,6,69,15,0,0,73,2,"4","6",22,1,33,13,0,0,62,42,4,3,2,88
"3161","Good",82,96,5,47,16,0,0,100,83,"7","8",16,3,31,0,0,0,15,88,4,2,0,67
"3162","Good",69,119,2,48,37,0,0,100,83,"7","8",39,7,33,0,7,7,9,99,6,2,0,53
"3163","Bad",68,70,1,37,29,0,0,100,83,"7","8",30,3,57,0,3,3,33,30,9,2,1,85
"3164","Bad",80,117,2,59,32,0,0,100,83,"7","8",34,3,24,0,2,2,27,-8,4,2,1,54
"3165","Bad",81,119,8,54,22,0,0,100,83,"7","8",25,3,36,0,3,3,28,92,2,2,0,67
"3166","Bad",80,290,5,82,14,0,0,87,17,"5","6",15,2,60,0,0,0,16,44,3,4,0,78
"3167","Bad",57,161,3,98,42,0,0,96,7,"4","6",45,1,58,1,5,5,54,-8,4,-8,1,67
"3168","Bad",69,55,14,33,11,0,0,91,14,"6","6",11,0,55,0,0,0,18,-8,4,1,-8,83
"3169","Bad",74,212,4,32,22,0,0,100,83,"7","8",22,4,41,6,0,0,38,73,5,5,2,77
"3170","Good",57,311,7,121,30,0,0,87,11,"6","6",31,2,26,10,0,0,70,78,12,3,0,94
"3171","Bad",65,259,5,91,18,0,0,100,83,"7","8",27,2,11,0,1,1,89,-8,7,-8,5,80
"3172","Good",72,236,9,90,55,0,0,100,83,"7","8",78,1,55,-8,0,0,41,83,7,8,3,79
"3173","Good",82,247,21,99,28,0,0,100,83,"7","8",32,0,32,15,0,0,20,30,5,3,1,67
"3174","Bad",64,199,4,70,32,2,1,91,7,"4","2",34,3,53,11,0,0,54,100,1,3,1,57
"3175","Bad",85,77,13,40,8,0,0,100,83,"7","8",8,0,50,0,0,0,4,-8,1,1,0,40
"3176","Good",84,159,13,80,22,0,0,100,83,"7","8",22,0,18,0,2,2,1,-8,2,1,1,30
"3177","Bad",59,140,6,62,20,2,1,91,32,"6","2",23,4,61,0,2,2,99,87,8,4,5,100
"3178","Bad",63,62,6,31,8,0,0,100,83,"7","8",8,2,25,0,3,3,91,139,5,1,1,86
"3179","Bad",59,330,62,161,5,1,0,63,6,"4","5",8,0,50,24,1,1,87,-8,2,1,2,100
"3180","Good",70,-8,7,64,13,1,1,93,29,"6","2",14,2,36,24,0,0,54,83,4,2,0,100
"3181","Good",74,52,12,31,10,0,0,100,83,"7","8",10,0,60,0,0,0,38,61,2,3,2,83
"3182","Good",78,227,5,92,28,0,0,100,83,"7","8",43,4,57,5,2,2,49,79,3,2,2,63
"3183","Bad",64,363,8,150,12,0,0,93,6,"4","6",14,1,36,0,0,0,69,64,4,1,2,83
"3184","Good",83,257,5,68,22,0,0,100,83,"7","8",22,2,41,1,2,2,2,60,3,6,0,64
"3185","Bad",62,136,1,46,23,0,0,96,41,"6","6",24,2,58,0,3,3,93,73,5,4,4,77
"3186","Good",72,269,2,86,25,0,0,85,0,"4","6",26,1,12,0,2,2,1,-8,3,1,0,29
"3187","Good",61,158,20,71,21,0,0,95,47,"6","6",21,0,29,0,1,1,95,-8,7,2,4,100
"3188","Bad",68,224,2,70,23,0,0,96,1,"4","6",25,3,52,0,3,3,44,74,5,3,1,67
"3189","Good",84,98,35,68,7,0,0,100,83,"7","8",7,0,29,-8,0,0,12,-8,2,1,0,75
"3190","Bad",56,182,3,85,18,0,0,78,2,"4","6",34,1,33,24,1,1,53,15,5,2,3,80
"3191","Bad",80,154,14,69,39,0,0,98,71,"6","6",41,0,27,0,1,1,10,59,3,3,0,55
"3192","Good",77,216,4,91,39,0,0,100,83,"7","8",41,3,29,0,3,3,46,83,8,5,0,68
"3193","Bad",66,256,7,156,42,1,1,80,22,"5","4",46,2,43,24,1,1,36,61,4,4,2,48
"3194","Good",76,353,2,92,40,0,0,95,69,"6","6",42,2,29,4,1,1,33,45,2,2,0,80
"3195","Bad",65,13,4,8,3,1,1,100,83,"6","8",3,2,67,24,0,0,72,98,1,2,0,100
"3196","Good",85,308,11,91,28,0,0,100,83,"7","8",29,1,34,18,0,0,13,51,2,4,0,60
"3197","Bad",67,300,16,92,21,0,0,86,32,"6","6",24,0,14,24,1,1,41,69,8,2,2,56
"3198","Bad",73,189,8,68,32,0,0,91,8,"4","6",33,3,52,0,0,0,19,-8,3,1,0,50
"3199","Bad",65,165,7,67,26,1,1,93,4,"4","4",27,2,15,0,0,0,32,93,12,3,1,75
"3200","Good",57,59,59,59,0,1,0,0,15,"6","5",1,0,100,0,3,2,-8,-8,-8,1,-8,100
"3201","Bad",88,130,6,183,15,0,0,100,83,"7","8",15,1,7,-8,0,0,12,-8,2,-8,0,67
"3202","Good",79,180,7,99,26,0,0,100,83,"7","8",10,2,23,2,1,1,28,34,4,3,1,58
"3203","Good",69,192,1,67,34,0,0,100,83,"7","8",36,5,42,0,3,3,42,76,4,5,1,79
"3204","Bad",62,102,2,69,6,1,1,75,44,"6","2",8,1,50,24,1,1,65,-8,4,-8,1,100
"3205","Bad",68,77,13,109,17,1,1,78,10,"0","2",3,0,33,13,0,0,20,-8,6,1,1,78
"3206","Bad",60,214,8,86,29,1,1,94,1,"4","4",31,2,26,0,1,1,71,23,3,4,1,62
"3207","Good",81,257,4,78,25,0,0,92,-8,"6","6",25,3,40,0,0,0,12,96,3,2,0,56
"3208","Good",72,317,3,62,34,0,0,94,16,"6","6",35,4,6,0,1,1,18,-8,4,1,1,42
"3209","Bad",66,124,8,58,33,0,0,94,1,"4","6",35,1,39,0,2,2,54,56,3,3,0,89
"3210","Good",83,174,6,78,17,0,0,100,83,"7","8",17,1,29,4,1,1,26,-8,5,1,0,75
"3211","Good",70,327,4,82,37,0,0,100,83,"7","8",37,4,16,0,3,2,31,88,7,3,3,56
"3212","Bad",83,176,8,70,8,0,0,100,83,"7","8",8,3,50,0,0,0,38,91,2,2,0,80
"3213","Bad",71,86,3,31,22,0,0,100,83,"7","8",22,8,45,0,3,2,64,91,3,6,1,75
"3214","Bad",60,170,3,52,3,1,1,100,83,"6","8",5,2,60,0,14,14,-8,92,1,2,-8,75
